DateTime,Air temperature | (°C),Power generated by system | (MW),Pressure | (atm),Wind speed | (m/s)
3/30/2020 20:00,17.315,26.0471,0.986661,8.336
3/30/2020 21:00,17.443,28.9738,0.986514,8.66
3/30/2020 22:00,16.713,30.2189,0.986479,8.741
3/30/2020 23:00,15.636,28.2533,0.986763,8.521
3/31/2020 0:00,14.44,32.1816,0.986855,8.889
3/31/2020 1:00,13.024,46.068,0.987024,10.257
3/31/2020 2:00,11.715,53.106,0.987207,10.985
3/31/2020 3:00,10.6,55.6161,0.987306,11.316
3/31/2020 4:00,9.738,56.3058,0.987265,11.42
3/31/2020 5:00,8.925,55.8483,0.987015,11.306
3/31/2020 6:00,8.655,56.3051,0.986829,11.383
3/31/2020 7:00,8.617,54.2108,0.986728,11.058
3/31/2020 8:00,8.818,51.7692,0.986722,10.757
3/31/2020 9:00,8.35,52.0367,0.986508,10.779
3/31/2020 10:00,8.137,50.6972,0.986544,10.622
3/31/2020 11:00,8.226,46.1891,0.986819,10.169
3/31/2020 12:00,9.021,45.3236,0.986678,10.093
3/31/2020 13:00,9.206,38.0563,0.986735,9.456
3/31/2020 14:00,10.459,34.126,0.986768,9.018
3/31/2020 15:00,12.012,25.761,0.986664,8.225
3/31/2020 16:00,14.043,24.1687,0.986332,8.144
3/31/2020 17:00,15.887,26.386,0.985642,8.431
3/31/2020 18:00,17.619,26.5299,0.985007,8.45
3/31/2020 19:00,19.206,27.7944,0.98425,8.57
3/31/2020 20:00,20.354,34.1209,0.983499,9.196
3/31/2020 21:00,21.07,39.0705,0.982693,9.714
3/31/2020 22:00,20.922,47.9953,0.98218,10.572
3/31/2020 23:00,20.167,48.8229,0.981753,10.654
4/1/2020 0:00,18.124,48.805,0.981557,10.648
4/1/2020 1:00,14.61,53.5568,0.981717,11.264
4/1/2020 2:00,13.263,44.4275,0.98167,10.223
4/1/2020 3:00,12.524,43.772,0.981594,10.173
4/1/2020 4:00,12.05,48.3826,0.9814,10.627
4/1/2020 5:00,11.748,53.2561,0.981158,11.183
4/1/2020 6:00,11.406,46.3401,0.98101,10.407
4/1/2020 7:00,11.591,40.0484,0.980842,9.831
4/1/2020 8:00,11.978,23.0899,0.981478,7.996
4/1/2020 9:00,12.566,5.3294,0.982698,5.258
4/1/2020 10:00,12.663,4.94107,0.983049,5.198
4/1/2020 11:00,12.921,11.644,0.982201,6.471
4/1/2020 12:00,12.751,21.6131,0.982134,7.817
4/1/2020 13:00,13.264,16.4005,0.982349,7.174
4/1/2020 14:00,14.202,7.41344,0.982644,5.666
4/1/2020 15:00,15.954,4.90947,0.982659,5.163
4/1/2020 16:00,17.699,4.32635,0.982748,5.092
4/1/2020 17:00,19.301,4.32384,0.982606,5.056
4/1/2020 18:00,21.159,5.99097,0.982217,5.507
4/1/2020 19:00,22.267,16.2487,0.982042,7.169
4/1/2020 20:00,21.262,6.79371,0.982197,5.601
4/1/2020 21:00,23.144,9.63557,0.981896,6.171
4/1/2020 22:00,22.126,14.0785,0.98204,6.992
4/1/2020 23:00,19.335,18.4911,0.98291,7.462
4/2/2020 0:00,16.435,33.6711,0.983917,9.055
4/2/2020 1:00,14.592,17.4745,0.984965,7.236
4/2/2020 2:00,13.818,17.7338,0.985512,7.276
4/2/2020 3:00,13.701,18.1833,0.986131,7.336
4/2/2020 4:00,13.378,21.5928,0.986399,7.833
4/2/2020 5:00,13.032,22.7431,0.98668,7.998
4/2/2020 6:00,12.322,41.5769,0.986981,9.956
4/2/2020 7:00,11.592,43.0509,0.987152,10.075
4/2/2020 8:00,10.838,37.4141,0.987407,9.506
4/2/2020 9:00,9.274,35.1685,0.987538,9.208
4/2/2020 10:00,8.171,37.7693,0.987692,9.517
4/2/2020 11:00,7.622,42.2027,0.987972,9.909
4/2/2020 12:00,7.861,32.4215,0.98821,8.883
4/2/2020 13:00,8.432,20.9919,0.988379,7.643
4/2/2020 14:00,9.202,6.8143,0.988642,5.576
4/2/2020 15:00,10.638,7.22792,0.988607,5.673
4/2/2020 16:00,13.021,2.03625,0.988624,4.272
4/2/2020 17:00,15.296,1.00111,0.988292,3.818
4/2/2020 18:00,16.916,1.1093,0.987902,3.898
4/2/2020 19:00,17.012,2.37839,0.987561,4.417
4/2/2020 20:00,17.68,0.850609,0.987166,3.768
4/2/2020 21:00,18.503,1.7229592500000002,0.986649,3.276
4/2/2020 22:00,18.996,2.5953095,0.986269,2.826
4/2/2020 23:00,18.875,3.46765975,0.986056,3.473
4/3/2020 0:00,17.322,4.34001,0.985944,5.089
4/3/2020 1:00,17.262,6.02144,0.985727,5.442
4/3/2020 2:00,16.135,5.36876,0.985651,5.279
4/3/2020 3:00,16.942,9.6489,0.98559,6.098
4/3/2020 4:00,15.584,8.01683,0.985367,5.798
4/3/2020 5:00,15.221,1.8455,0.984723,4.275
4/3/2020 6:00,14.443,1.73739,0.984576,3.584
4/3/2020 7:00,13.935,1.62928,0.984391,4.128
4/3/2020 8:00,12.652,2.99052,0.984363,4.625
4/3/2020 9:00,14.638,11.3575,0.984124,6.419
4/3/2020 10:00,13.916,37.9206,0.983575,9.531
4/3/2020 11:00,14.486,56.5183,0.983107,11.995
4/3/2020 12:00,13.9,56.4048,0.982723,11.858
4/3/2020 13:00,15.135,29.1509,0.98287,8.629
4/3/2020 14:00,17.725,15.4568,0.982829,7.057
4/3/2020 15:00,19.006,23.5265,0.982495,8.128
4/3/2020 16:00,19.762,26.5957,0.982001,8.506
4/3/2020 17:00,20.808,32.703,0.981176,9.11
4/3/2020 18:00,21.287,48.5173,0.98021,10.782
4/3/2020 19:00,21.127,44.588,0.979586,10.322
4/3/2020 20:00,22.519,44.4394,0.978953,10.293
4/3/2020 21:00,22.04,40.5803,0.978617,9.988
4/3/2020 22:00,22.162,33.4792,0.978365,9.247
4/3/2020 23:00,19.817,36.4552,0.97814,9.48
4/4/2020 0:00,19.362,41.5883,0.978233,9.949
4/4/2020 1:00,16.928,55.6787,0.978086,11.94
4/4/2020 2:00,15.582,55.7356,0.978294,11.826
4/4/2020 3:00,14.594,52.7688,0.977998,11.063
4/4/2020 4:00,14.36,46.6943,0.977453,10.382
4/4/2020 5:00,14.149,33.9122,0.977019,9.1
4/4/2020 6:00,14.572,43.6562,0.976719,10.201
4/4/2020 7:00,15.252,52.4312,0.976364,11.171
4/4/2020 8:00,16.208,46.4301,0.975846,10.497
4/4/2020 9:00,17.043,45.8831,0.974937,10.371
4/4/2020 10:00,18.755,54.0905,0.974611,11.491
4/4/2020 11:00,19.353,54.1432,0.975163,11.687
4/4/2020 12:00,18.631,26.0756,0.975553,8.46
4/4/2020 13:00,18.511,16.5769,0.975558,7.27
4/4/2020 14:00,21.065,26.3206,0.974992,8.445
4/4/2020 15:00,17.14,11.1135,0.97518,6.408
4/4/2020 16:00,17.02,10.86,0.975274,6.335
4/4/2020 17:00,17.427,12.987449999999999,0.975429,3.194
4/4/2020 18:00,17.986,15.1149,0.975419,3.473
4/4/2020 19:00,18.316,17.242350000000002,0.975352,3.374
4/4/2020 20:00,17.249,19.3698,0.975664,7.535
4/4/2020 21:00,17.553,16.242405,0.974832,2.866
4/4/2020 22:00,18.116,13.115010000000002,0.974355,1.202
4/4/2020 23:00,17.203,9.987615,0.975418,3.148
4/5/2020 0:00,15.748,6.86022,0.976029,5.591
4/5/2020 1:00,14.939,5.829528666666667,0.975923,2.704
4/5/2020 2:00,14.321,4.798837333333333,0.976048,2.091
4/5/2020 3:00,14.218,3.7681459999999998,0.975873,1.043
4/5/2020 4:00,13.963,2.7374546666666664,0.976389,1.42
4/5/2020 5:00,13.829,1.706763333333333,0.976111,2.809
4/5/2020 6:00,13.863,0.676072,0.976157,3.66
4/5/2020 7:00,13.395,5.15812,0.976385,5.271
4/5/2020 8:00,12.984,12.3434,0.976716,6.597
4/5/2020 9:00,12.199,13.62,0.976737,6.803
4/5/2020 10:00,11.338,20.8078,0.976761,7.695
4/5/2020 11:00,10.888,19.7322,0.977137,7.558
4/5/2020 12:00,10.57,18.0074,0.977132,7.393
4/5/2020 13:00,10.575,9.92912,0.977429,6.178
4/5/2020 14:00,10.681,8.30488,0.977785,5.914
4/5/2020 15:00,11.13,5.0925,0.977822,5.265
4/5/2020 16:00,11.856,2.99146,0.977891,4.674
4/5/2020 17:00,12.668,1.9157,0.977641,4.281
4/5/2020 18:00,13.449,4.83077,0.977212,5.139
4/5/2020 19:00,13.964,2.35617,0.97726,4.413
4/5/2020 20:00,13.816,3.82087,0.97721,4.888
4/5/2020 21:00,13.454,5.35947,0.977074,5.275
4/5/2020 22:00,13.345,5.37256,0.976919,5.277
4/5/2020 23:00,13.022,4.18891,0.977011,4.977
4/6/2020 0:00,12.62,2.34886,0.977063,4.402
4/6/2020 1:00,12.347,2.09031,0.977073,4.344
4/6/2020 2:00,12.11,2.29142,0.97726,4.379
4/6/2020 3:00,11.868,1.90106,0.977503,4.267
4/6/2020 4:00,11.227,1.41565,0.97757,4.031
4/6/2020 5:00,11.591,2.03637,0.97742,4.308
4/6/2020 6:00,11.2,1.14297,0.977455,3.922
4/6/2020 7:00,8.16,1.4149,0.977558,4.049
4/6/2020 8:00,6.996,2.17437,0.977751,4.316
4/6/2020 9:00,6.407,2.338779375,0.977897,3.192
4/6/2020 10:00,5.891,2.50318875,0.977993,2.59
4/6/2020 11:00,5.561,2.667598125,0.978172,1.831
4/6/2020 12:00,5.325,2.8320075,0.97833,2.026
4/6/2020 13:00,7.555,2.996416875,0.978554,2.256
4/6/2020 14:00,8.778,3.1608262500000004,0.97876,1.928
4/6/2020 15:00,8.272,3.3252356250000004,0.978916,2.58
4/6/2020 16:00,11.332,3.4896450000000003,0.978824,2.136
4/6/2020 17:00,15.635,3.6540543750000003,0.978544,2.291
4/6/2020 18:00,17.793,3.8184637500000003,0.978385,2.344
4/6/2020 19:00,19.371,3.9828731250000002,0.977871,2.353
4/6/2020 20:00,20.631,4.1472825,0.977505,2.238
4/6/2020 21:00,21.468,4.311691875,0.977236,2.954
4/6/2020 22:00,21.841,4.47610125,0.976754,2.517
4/6/2020 23:00,21.673,4.640510625,0.976785,3.204
4/7/2020 0:00,19.042,4.80492,0.976817,5.162
4/7/2020 1:00,15.187,11.362,0.976959,6.437
4/7/2020 2:00,13.904,10.8719,0.977343,6.305
4/7/2020 3:00,12.742,3.52319,0.977669,4.804
4/7/2020 4:00,11.718,4.2563571428571425,0.97789,2.992
4/7/2020 5:00,11.181,4.989524285714285,0.977775,1.949
4/7/2020 6:00,10.744,5.722691428571428,0.97782,2.563
4/7/2020 7:00,10.262,6.455858571428571,0.978078,2.989
4/7/2020 8:00,10.123,7.189025714285714,0.978366,3.086
4/7/2020 9:00,9.584,7.922192857142857,0.97863,2.109
4/7/2020 10:00,9.029,8.65536,0.978975,2.087
4/7/2020 11:00,8.715,9.388527142857143,0.979398,2.79
4/7/2020 12:00,8.291,10.121694285714286,0.979743,3.262
4/7/2020 13:00,10.946,10.854861428571429,0.980031,3.512
4/7/2020 14:00,14.298,11.58802857142857,0.980319,2.841
4/7/2020 15:00,17.164,12.321195714285713,0.980461,2.917
4/7/2020 16:00,19.103,13.054362857142856,0.9804,3.402
4/7/2020 17:00,19.91,13.787529999999999,0.980228,3.426
4/7/2020 18:00,21.016,14.520697142857141,0.979928,2.662
4/7/2020 19:00,22.065,15.253864285714284,0.979582,2.748
4/7/2020 20:00,23.11,15.987031428571427,0.979187,3.325
4/7/2020 21:00,23.692,16.720198571428572,0.978885,2.848
4/7/2020 22:00,23.986,17.453365714285713,0.978717,3.582
4/7/2020 23:00,23.692,18.186532857142858,0.978706,3.39
4/8/2020 0:00,21.304,18.9197,0.978901,7.494
4/8/2020 1:00,18.55,47.3258,0.979201,10.497
4/8/2020 2:00,17.154,51.2185,0.979719,10.915
4/8/2020 3:00,16.235,55.7876,0.980133,11.877
4/8/2020 4:00,14.743,52.901,0.980361,11.078
4/8/2020 5:00,13.811,51.3496,0.98034,10.85
4/8/2020 6:00,13.353,52.9455,0.980503,11.051
4/8/2020 7:00,12.994,53.7576,0.98081,11.148
4/8/2020 8:00,12.699,52.9226,0.980967,11.028
4/8/2020 9:00,12.333,51.9337,0.981107,10.89
4/8/2020 10:00,12.031,52.3214,0.981236,10.928
4/8/2020 11:00,11.923,53.8484,0.981476,11.133
4/8/2020 12:00,11.933,54.0377,0.981513,11.154
4/8/2020 13:00,13.699,38.3016,0.981721,9.564
4/8/2020 14:00,16.302,21.8769,0.981785,7.832
4/8/2020 15:00,18.444,29.7664,0.981803,8.758
4/8/2020 16:00,19.462,30.4466,0.981852,8.868
4/8/2020 17:00,19.463,26.0774,0.981781,8.409
4/8/2020 18:00,19.84,22.1027,0.981744,7.973
4/8/2020 19:00,21.376,24.1108,0.981562,8.175
4/8/2020 20:00,21.748,19.5397,0.981193,7.676
4/8/2020 21:00,22.591,19.9523,0.980648,7.672
4/8/2020 22:00,23.031,21.8051,0.980233,7.977
4/8/2020 23:00,22.725,27.9378,0.980156,8.613
4/9/2020 0:00,21.324,23.1763,0.979933,8.095
4/9/2020 1:00,19.463,34.6226,0.980154,9.345
4/9/2020 2:00,17.978,50.044,0.98023,10.895
4/9/2020 3:00,16.631,55.8499,0.980384,11.953
4/9/2020 4:00,15.531,40.8974,0.98048,9.954
4/9/2020 5:00,14.778,33.0175,0.980656,9.111
4/9/2020 6:00,14.779,32.0766,0.981006,8.978
4/9/2020 7:00,14.765,34.3845,0.981311,9.203
4/9/2020 8:00,14.247,33.392,0.981564,9.126
4/9/2020 9:00,13.694,24.8867,0.98197,8.231
4/9/2020 10:00,14.105,20.6011,0.982468,7.748
4/9/2020 11:00,13.83,22.4679,0.9825,7.95
4/9/2020 12:00,14.149,26.5813,0.982571,8.441
4/9/2020 13:00,14.916,24.7149,0.983126,8.228
4/9/2020 14:00,16.289,11.9014,0.983508,6.611
4/9/2020 15:00,17.897,9.50596,0.983518,6.131
4/9/2020 16:00,19.719,5.88017,0.983654,5.464
4/9/2020 17:00,21.648,3.58448,0.983522,4.835
4/9/2020 18:00,23.232,3.40205,0.983077,4.791
4/9/2020 19:00,24.129,2.55545,0.982613,4.501
4/9/2020 20:00,24.797,3.25772,0.982167,4.776
4/9/2020 21:00,25.338,4.47236,0.981611,5.129
4/9/2020 22:00,25.244,8.3428,0.981118,5.995
4/9/2020 23:00,24.807,10.5558,0.980842,6.397
4/10/2020 0:00,22.536,12.3733,0.980683,6.732
4/10/2020 1:00,19.261,30.1508,0.980675,8.806
4/10/2020 2:00,18.514,41.634,0.98084,10.006
4/10/2020 3:00,17.543,44.2384,0.980797,10.214
4/10/2020 4:00,16.404,28.5165,0.980592,8.643
4/10/2020 5:00,15.648,27.4842,0.980133,8.482
4/10/2020 6:00,15.727,36.9937,0.97997,9.464
4/10/2020 7:00,15.366,39.2726,0.979948,9.68
4/10/2020 8:00,15.258,45.5585,0.979915,10.264
4/10/2020 9:00,15.218,46.0931,0.979716,10.329
4/10/2020 10:00,15.094,45.9898,0.979507,10.319
4/10/2020 11:00,14.987,46.211,0.979507,10.354
4/10/2020 12:00,15.301,51.9462,0.979346,10.962
4/10/2020 13:00,17.508,45.6501,0.979107,10.347
4/10/2020 14:00,19.64,39.5869,0.978825,9.832
4/10/2020 15:00,21.161,45.2956,0.978601,10.465
4/10/2020 16:00,22.774,50.2738,0.978456,10.996
4/10/2020 17:00,24.519,54.4542,0.978023,12.087
4/10/2020 18:00,25.344,54.3561,0.977559,12.473
4/10/2020 19:00,25.88,54.1352,0.977071,12.065
4/10/2020 20:00,25.601,53.1262,0.976431,11.541
4/10/2020 21:00,24.883,54.1729,0.975882,12.019
4/10/2020 22:00,25.509,54.2062,0.975402,12.679
4/10/2020 23:00,25.17,53.9529,0.974791,11.945
4/11/2020 0:00,23.946,53.4001,0.974428,11.7
4/11/2020 1:00,22.051,54.6533,0.974331,12.223
4/11/2020 2:00,21.148,54.7976,0.974467,12.071
4/11/2020 3:00,22.122,54.3611,0.974379,11.853
4/11/2020 4:00,20.927,54.9772,0.974097,12.659
4/11/2020 5:00,20.703,54.998,0.973724,14.401
4/11/2020 6:00,19.456,55.2332,0.973739,13.082
4/11/2020 7:00,19.808,51.0235,0.974266,10.975
4/11/2020 8:00,20.164,37.3476,0.974655,9.575
4/11/2020 9:00,20.039,37.8915,0.974571,9.63
4/11/2020 10:00,20.14,39.9453,0.974624,9.821
4/11/2020 11:00,20.136,53.4167,0.974684,11.358
4/11/2020 12:00,20.116,54.0331,0.97475,11.55
4/11/2020 13:00,20.267,54.2004,0.974836,11.626
4/11/2020 14:00,21.042,47.6161,0.974909,10.573
4/11/2020 15:00,22.763,54.659,0.974507,12.322
4/11/2020 16:00,23.533,54.485,0.973932,12.701
4/11/2020 17:00,24.4,54.2872,0.973232,13.154
4/11/2020 18:00,25.626,54.0255,0.97253,13.264
4/11/2020 19:00,25.835,53.9513,0.971875,12.507
4/11/2020 20:00,24.263,35.0983,0.971349,9.501
4/11/2020 21:00,22.258,40.2836,0.971793,9.897
4/11/2020 22:00,21.281,12.9181,0.97151,6.736
4/11/2020 23:00,23.382,19.3535,0.971136,7.6
4/12/2020 0:00,22.757,13.8491,0.971384,6.872
4/12/2020 1:00,20.373,21.032,0.971862,7.82
4/12/2020 2:00,18.583,20.6683,0.972368,7.857
4/12/2020 3:00,16.203,17.1286,0.972943,7.333
4/12/2020 4:00,15.877,21.7069,0.973354,7.832
4/12/2020 5:00,15.034,29.1548,0.973468,8.646
4/12/2020 6:00,15.594,32.119,0.973864,8.935
4/12/2020 7:00,13.297,36.1107,0.974261,9.375
4/12/2020 8:00,10.186,45.4796,0.974716,10.199
4/12/2020 9:00,8.861,37.7916,0.974866,9.482
4/12/2020 10:00,7.593,28.1946,0.975295,8.468
4/12/2020 11:00,6.655,19.6338,0.975554,7.47
4/12/2020 12:00,5.991,20.8397,0.975833,7.649
4/12/2020 13:00,9.713,13.2163,0.976151,6.698
4/12/2020 14:00,11.877,5.71088,0.976373,5.392
4/12/2020 15:00,13.234,14.34,0.976507,6.98
4/12/2020 16:00,14.138,27.0752,0.976686,8.524
4/12/2020 17:00,15.055,34.1276,0.976349,9.281
4/12/2020 18:00,15.639,31.6378,0.976215,9.026
4/12/2020 19:00,16.336,34.6096,0.976089,9.37
4/12/2020 20:00,16.731,46.9753,0.976095,10.62
4/12/2020 21:00,16.844,49.6167,0.976189,10.903
4/12/2020 22:00,16.661,43.0652,0.976184,10.219
4/12/2020 23:00,15.675,54.7715,0.976509,11.558
4/13/2020 0:00,14.117,53.889,0.97696,11.279
4/13/2020 1:00,12.438,56.8117,0.977544,12.34
4/13/2020 2:00,10.315,56.5766,0.978103,11.769
4/13/2020 3:00,8.257,55.8625,0.978382,11.376
4/13/2020 4:00,6.749,55.2337,0.978325,11.221
4/13/2020 5:00,5.122,43.9695,0.978197,9.977
4/13/2020 6:00,4.684,40.475,0.978428,9.673
4/13/2020 7:00,4.019,35.3926,0.978719,9.11
4/13/2020 8:00,3.218,35.3525,0.978918,9.09
4/13/2020 9:00,2.385,26.3056,0.978992,8.202
4/13/2020 10:00,1.608,33.3878,0.979142,8.89
4/13/2020 11:00,0.949,25.1266,0.97948,8.061
4/13/2020 12:00,0.784,18.72,0.979766,7.347
4/13/2020 13:00,4.484,10.6033,0.98004,6.222
4/13/2020 14:00,6.695,13.5466,0.980145,6.73
4/13/2020 15:00,7.828,17.9628,0.980321,7.273
4/13/2020 16:00,8.88,15.7257,0.980449,7.034
4/13/2020 17:00,9.847,23.294,0.980268,8.041
4/13/2020 18:00,10.84,34.7246,0.980218,9.252
4/13/2020 19:00,11.476,40.5765,0.980156,9.874
4/13/2020 20:00,11.757,44.4207,0.980173,10.121
4/13/2020 21:00,11.794,43.9715,0.980255,10.053
4/13/2020 22:00,11.24,42.2531,0.980382,9.899
4/13/2020 23:00,10.559,35.5373,0.980648,9.225
4/14/2020 0:00,9.523,30.6375,0.980933,8.709
4/14/2020 1:00,7.315,27.8383,0.981426,8.411
4/14/2020 2:00,5.014,35.1926,0.981862,9.145
4/14/2020 3:00,3.924,37.8781,0.982143,9.462
4/14/2020 4:00,3.026,41.4091,0.981965,9.759
4/14/2020 5:00,2.32,31.902,0.981753,8.817
4/14/2020 6:00,1.307,36.9761,0.98174,9.316
4/14/2020 7:00,0.821,43.6461,0.981808,9.996
4/14/2020 8:00,0.093,24.1527,0.981928,8.041
4/14/2020 9:00,-0.599,20.5048,0.981973,7.59
4/14/2020 10:00,-1.308,20.6241,0.982095,7.552
4/14/2020 11:00,-1.654,22.9489,0.982351,7.818
4/14/2020 12:00,-1.27,22.4298,0.982534,7.724
4/14/2020 13:00,2.638,5.05197,0.982763,5.144
4/14/2020 14:00,5.147,4.47365,0.983112,5.01
4/14/2020 15:00,6.643,11.7746,0.983451,6.433
4/14/2020 16:00,7.698,10.7563,0.983638,6.21
4/14/2020 17:00,8.731,11.9588,0.983314,6.482
4/14/2020 18:00,9.866,23.0204,0.983286,7.921
4/14/2020 19:00,10.844,23.5687,0.983083,8.046
4/14/2020 20:00,11.384,26.3873,0.983001,8.336
4/14/2020 21:00,11.527,22.8269,0.983082,7.998
4/14/2020 22:00,11.604,25.8726,0.983183,8.27
4/14/2020 23:00,10.452,37.3726,0.983719,9.41
4/15/2020 0:00,8.818,29.8291,0.984364,8.614
4/15/2020 1:00,6.421,51.1068,0.984948,10.633
4/15/2020 2:00,4.197,43.7139,0.985438,9.897
4/15/2020 3:00,3.268,46.6002,0.985738,10.229
4/15/2020 4:00,2.934,52.4315,0.985874,10.723
4/15/2020 5:00,2.856,55.3091,0.985832,11.032
4/15/2020 6:00,2.581,57.9649,0.985979,11.494
4/15/2020 7:00,1.786,49.6429,0.98631,10.408
4/15/2020 8:00,0.475,40.3147,0.986677,9.671
4/15/2020 9:00,-1.066,32.6901,0.987091,8.887
4/15/2020 10:00,-0.804,31.8715,0.987513,8.81
4/15/2020 11:00,-1.274,25.9881,0.988036,8.213
4/15/2020 12:00,-1.825,22.4136,0.988469,7.797
4/15/2020 13:00,2.529,8.73523,0.988969,5.932
4/15/2020 14:00,5.815,5.2676099999999995,0.989408,3.145
4/15/2020 15:00,8.496,1.79999,0.989495,4.209
4/15/2020 16:00,10.25,2.53002,0.989347,4.461
4/15/2020 17:00,11.409,1.60386,0.988853,4.13
4/15/2020 18:00,12.534,0.168261,0.988492,3.614
4/15/2020 19:00,13.578,0.2839578125,0.987916,3.289
4/15/2020 20:00,14.496,0.39965462500000004,0.987363,2.784
4/15/2020 21:00,15.128,0.5153514375,0.9869,2.462
4/15/2020 22:00,15.497,0.6310482500000001,0.986549,2.277
4/15/2020 23:00,15.446,0.7467450625000001,0.986543,2.561
4/16/2020 0:00,13.214,0.862441875,0.986507,2.013
4/16/2020 1:00,9.014,0.9781386875000001,0.986332,1.864
4/16/2020 2:00,7.869,1.0938355,0.986326,1.537
4/16/2020 3:00,6.596,1.2095323125000002,0.986366,1.321
4/16/2020 4:00,5.423,1.3252291250000001,0.986375,0.952
4/16/2020 5:00,4.273,1.4409259375,0.986188,2.044
4/16/2020 6:00,3.724,1.55662275,0.986123,2.527
4/16/2020 7:00,3.046,1.6723195625,0.98634,2.96
4/16/2020 8:00,2.325,1.7880163750000002,0.986594,3.451
4/16/2020 9:00,1.689,1.9037131875000002,0.986777,3.187
4/16/2020 10:00,1.241,2.01941,0.987067,4.25
4/16/2020 11:00,0.976,3.10751,0.987446,4.62
4/16/2020 12:00,1.285,2.95906,0.98767,4.6
4/16/2020 13:00,5.739,1.85398,0.988046,4.206
4/16/2020 14:00,9.63,1.9273533333333333,0.988318,3.241
4/16/2020 15:00,13.081,2.0007266666666665,0.988292,3.008
4/16/2020 16:00,15.797,2.0741,0.98809,4.291
4/16/2020 17:00,17.233,6.40435,0.98739,5.511
4/16/2020 18:00,18.17,6.78248,0.986922,5.607
4/16/2020 19:00,18.991,7.20907,0.986372,5.661
4/16/2020 20:00,19.701,9.58106,0.985711,6.087
4/16/2020 21:00,20.196,9.47081,0.985197,6.112
4/16/2020 22:00,20.425,7.4727,0.984755,5.741
4/16/2020 23:00,19.995,10.4255,0.984637,6.228
4/17/2020 0:00,17.141,20.6315,0.984381,7.706
4/17/2020 1:00,12.391,26.137,0.984296,8.273
4/17/2020 2:00,10.962,39.8858,0.984433,9.705
4/17/2020 3:00,9.096,45.774,0.984659,10.234
4/17/2020 4:00,7.67,41.3801,0.984665,9.822
4/17/2020 5:00,7.01,31.3051,0.984378,8.734
4/17/2020 6:00,6.698,34.7705,0.984479,9.041
4/17/2020 7:00,6.462,32.4679,0.984669,8.833
4/17/2020 8:00,6.193,21.9474,0.984928,7.739
4/17/2020 9:00,6.0,20.7765,0.985232,7.626
4/17/2020 10:00,5.536,23.9857,0.98556,8.065
4/17/2020 11:00,5.14,10.44,0.985973,6.232
4/17/2020 12:00,5.627,3.46367,0.986171,4.775
4/17/2020 13:00,9.265,1.51978,0.986418,4.057
4/17/2020 14:00,12.469,1.5255766666666666,0.986631,2.36
4/17/2020 15:00,15.363,1.5313733333333333,0.986645,2.426
4/17/2020 16:00,18.146,1.53717,0.986383,4.126
4/17/2020 17:00,19.62,2.66857,0.985957,4.57
4/17/2020 18:00,20.743,2.54789,0.985532,4.537
4/17/2020 19:00,21.7,3.06172,0.984978,4.704
4/17/2020 20:00,22.323,3.74926,0.984422,4.89
4/17/2020 21:00,22.76,5.5885,0.9839,5.368
4/17/2020 22:00,22.819,6.63149,0.983382,5.571
4/17/2020 23:00,22.417,5.83414,0.983144,5.422
4/18/2020 0:00,19.45,9.65727,0.982955,6.1
4/18/2020 1:00,14.661,25.1116,0.982758,8.199
4/18/2020 2:00,12.763,35.2701,0.982708,9.248
4/18/2020 3:00,11.173,37.646,0.982656,9.498
4/18/2020 4:00,10.151,38.7881,0.982506,9.568
4/18/2020 5:00,9.434,35.2917,0.982096,9.15
4/18/2020 6:00,9.197,32.9689,0.981989,8.912
4/18/2020 7:00,8.608,35.6944,0.981987,9.197
4/18/2020 8:00,7.665,46.7378,0.982296,10.272
4/18/2020 9:00,7.158,31.9882,0.982475,8.927
4/18/2020 10:00,6.657,22.2357,0.982761,7.883
4/18/2020 11:00,6.153,13.0794,0.983072,6.727
4/18/2020 12:00,6.656,14.4797,0.983192,6.82
4/18/2020 13:00,10.927,13.0516,0.983244,6.664
4/18/2020 14:00,14.037,2.86293,0.98306,4.612
4/18/2020 15:00,17.433,6.98402,0.982654,5.657
4/18/2020 16:00,19.885,23.2644,0.982142,8.015
4/18/2020 17:00,21.392,32.5653,0.981446,9.006
4/18/2020 18:00,22.383,33.2172,0.980881,9.092
4/18/2020 19:00,23.006,37.342,0.980086,9.592
4/18/2020 20:00,23.514,44.5619,0.979251,10.292
4/18/2020 21:00,23.83,40.875,0.978166,9.927
4/18/2020 22:00,23.382,49.4062,0.977003,10.816
4/18/2020 23:00,22.587,43.5471,0.976626,10.168
4/19/2020 0:00,21.177,50.5099,0.976349,10.911
4/19/2020 1:00,20.294,52.9777,0.976466,11.274
4/19/2020 2:00,18.473,22.9179,0.976264,7.986
4/19/2020 3:00,16.524,24.3132,0.976668,8.13
4/19/2020 4:00,15.666,15.8972,0.975965,7.067
4/19/2020 5:00,16.365,29.2437,0.975041,8.657
4/19/2020 6:00,16.107,28.722,0.975291,8.62
4/19/2020 7:00,14.261,19.9905,0.97565,7.654
4/19/2020 8:00,13.415,17.0451,0.975922,7.222
4/19/2020 9:00,11.987,25.5716,0.976346,8.294
4/19/2020 10:00,9.609,32.5276,0.97684,8.903
4/19/2020 11:00,8.437,21.1003,0.977341,7.676
4/19/2020 12:00,7.617,7.45461,0.97766,5.75
4/19/2020 13:00,10.242,3.29711,0.978059,4.743
4/19/2020 14:00,11.903,1.94959,0.97847,4.248
